Date,Minimum temperature (�C),Maximum temperature (�C),Rainfall (mm),Evaporation (mm),Sunshine (hours),Direction of maximum wind gust,Speed of maximum wind gust (km/h),Time of maximum wind gust,9am Temperature (�C),9am relative humidity (%),9am cloud amount (oktas),9am wind direction,9am wind speed (km/h),9am MSL pressure (hPa),3pm Temperature (�C),3pm relative humidity (%),3pm cloud amount (oktas),3pm wind direction,3pm wind speed (km/h),3pm MSL pressure (hPa),RainTomorrow
2017-05-01T00:00:00Z,1.5,19.9,0,,,NNW,48,12:42,8.5,90,2, ,0,1018.4,18.6,52,2,NW,24,1015.5,NO
2017-05-02T00:00:00Z,5.2,16.0,0,,,NW,37,15:10,10.9,80,4, ,0,1018.7,14.7,65,8,NW,24,1017.8,NO
2017-05-03T00:00:00Z,0.6,16.7,0,,,SE,31,13:39,8.0,62,0,SSE,20,1029.3,14.3,43,7,ENE,13,1027.6,NO
2017-05-04T00:00:00Z,-0.1,17.6,0,,,ENE,24,18:16,7.9,73,0,SSE,6,1032.8,16.2,46,3,NNE,11,1029.3,NO
2017-05-05T00:00:00Z,2.3,19.1,0,,,NNW,30,14:34,9.4,92,6, ,0,1032.0,17.6,51,2,NNW,19,1027.7,YES
2017-05-06T00:00:00Z,1.8,17.3,0.2,,,NNW,43,13:19,7.9,98,7,SSW,7,1025.5,16.8,70,5,NW,26,1021.6,NO
2017-05-07T00:00:00Z,4.2,15.2,0,,,NW,39,03:05,10.4,45,0,WNW,17,1025.5,14.2,46,0,N,20,1024.3,NO
2017-05-08T00:00:00Z,-4.4,15.2,0,,,S,31,17:51,7.6,64,0,SSE,6,1029.4,13.7,45,4,ESE,13,1026.3,NO
2017-05-09T00:00:00Z,-1.0,17.7,0,,,S,17,10:18,9.2,68,0,ESE,6,1028.5,16.9,33,0,SE,6,1024.4,NO
2017-05-10T00:00:00Z,-2.0,18.5,0,,,SW,17,13:33,7.1,81,0,ESE,6,1026.8,17.2,39,0,NW,4,1022.8,NO
2017-05-11T00:00:00Z,-1.7,18.8,0,,,WNW,20,15:16,6.8,76,0, ,0,1026.2,17.3,37,0,WNW,9,1023.7,NO
2017-05-12T00:00:00Z,-0.6,16.2,0,,,NNW,15,15:09,5.8,91,8,SSE,9,1029.1,15.8,52,8,W,7,1024.8,NO
2017-05-13T00:00:00Z,3.4,18.9,0,,,ESE,19,19:33,9.2,85,1, ,0,1025.5,18.6,38,0,NNE,9,1022.1,NO
2017-05-14T00:00:00Z,7.0,15.9,0,,,NW,30,12:09,12.7,81,8,SE,11,1023.8,13.3,82,8,SE,11,1020.7,YES
2017-05-15T00:00:00Z,3.3,17.1,0.6,,,SSW,35,11:48,7.4,99,1, ,0,1019.9,16.5,45,0,S,22,1016.3,NO
2017-05-16T00:00:00Z,0.3,16.8,0,,,S,28,00:06,7.9,77,0,N,4,1019.6,16.4,48,0,W,9,1017.3,NO
2017-05-17T00:00:00Z,-1.0,16.8,0,,,SW,19,13:38,4.7,96,0,N,7,1023.9,16.1,49,0,WSW,9,1021.4,NO
2017-05-18T00:00:00Z,4.6,19.1,0,,,ESE,30,15:54,11.4,79,1, ,0,1027.7,18.3,51,0,ENE,19,1024.7,NO
2017-05-19T00:00:00Z,9.8,15.9,0,,,E,37,01:20,13.9,78,7,E,13,1026.0,14.6,87,8,E,9,1021.3,YES
2017-05-20T00:00:00Z,8.8,17.8,31.2,,,SE,33,05:39,11.3,93,5,N,4,1019.8,16.3,63,1,NW,17,1017.2,YES
2017-05-21T00:00:00Z,0.7,17.2,0.2,,,NW,26,13:01,5.6,99,4, ,0,1023.2,16.3,48,0,N,11,1020.9,NO
2017-05-22T00:00:00Z,0.2,18.1,0,,,W,17,13:56,7.3,87,0,SSE,6,1026.1,17.6,44,0,WSW,11,1022.1,NO
2017-05-23T00:00:00Z,1.1,17.6,0,,,NW,39,16:02,5.6,99,8, ,0,1023.4,16.2,63,0,N,26,1018.1,YES
2017-05-24T00:00:00Z,5.5,15.9,1.8,,,WNW,50,12:54,12.6,84,0,NNW,19,1015.8,14.3,55,0,WNW,30,1015.0,NO
2017-05-25T00:00:00Z,0.8,12.5,0,,,NW,20,13:39,4.4,99,8,SE,9,1022.6,11.5,77,0,WSW,13,1020.0,NO
2017-05-26T00:00:00Z,0.4,16.0,0,,,NNW,17,15:04,4.5,99,8,ENE,4,1023.9,15.7,47,0,NNW,11,1021.0,NO
2017-05-27T00:00:00Z,0.7,16.0,0,,,NW,30,13:53,8.4,98,7, ,0,1022.6,15.2,59,0,NW,15,1017.9,YES
2017-05-28T00:00:00Z,0.0,14.3,0.2,,,NW,61,14:11,10.7,80,7,NNW,26,1011.6,12.3,65,6,NW,33,1009.0,NO
2017-05-29T00:00:00Z,3.3,11.7,0,,,WNW,39,09:55,7.0,64,0,NW,22,1018.0,10.4,50,0,WNW,24,1019.0,NO
2017-05-30T00:00:00Z,-4.5,12.6,0,,,NW,43,15:46,2.0,87,0,E,7,1023.1,10.9,63,1,NW,31,1021.4,NO
2017-05-31T00:00:00Z,-0.7,11.0,0,,,S,50,12:38,6.3,59,0,S,17,1028.2,10.1,44,0,S,33,1027.9,NO
2017-06-01T00:00:00Z,-4.2,13.0,0,,,SSE,33,10:46,5.4,70,0,N,6,1034.9,12.4,39,0,NW,9,1033.0,NO
2017-06-02T00:00:00Z,-5.1,12.9,0,,,SSW,35,10:32,2.7,86,0, ,0,1035.9,12.0,48,0,SSE,17,1033.1,NO
2017-06-03T00:00:00Z,-4.2,15.4,0,,,W,19,14:09,5.4,82,0, ,0,1033.9,14.5,51,1,NNW,13,1030.6,YES
2017-06-04T00:00:00Z,-3.3,13.9,0.2,,,NNW,20,14:33,1.2,99,8,N,4,1030.1,13.3,50,0,NW,13,1025.6,NO
2017-06-05T00:00:00Z,-3.8,12.7,0,,,NNW,24,15:16,1.4,96,0, ,0,1026.8,12.5,55,0,NNW,15,1022.8,YES
2017-06-06T00:00:00Z,-3.2,12.8,0.2,,,SSE,56,23:25,5.6,84,8,S,7,1021.6,10.1,54,8,S,22,1020.8,NO
2017-06-07T00:00:00Z,5.6,12.6,0,,,S,56,07:30,8.3,68,0,S,31,1026.0,12.2,60,8,S,35,1025.6,NO
2017-06-08T00:00:00Z,5.7,17.2,0,,,SSE,22,00:02,10.2,78,6,SSE,9,1028.3,16.4,51,0,NW,11,1025.4,YES
2017-06-09T00:00:00Z,5.5,13.5,0.4,,,SE,33,13:12,9.9,85,1,ESE,6,1029.8,12.0,68,8,SE,17,1030.2,NO
2017-06-10T00:00:00Z,5.1,14.1,0,,,SSE,30,10:39,10.2,77,1,SSE,13,1035.0,12.9,64,7,SE,7,1032.9,NO
2017-06-11T00:00:00Z,-0.1,16.0,0,,,E,17,20:52,4.4,99,8,SSE,7,1031.8,15.3,63,0,WSW,7,1026.8,YES
2017-06-12T00:00:00Z,-1.7,15.2,0.2,,,W,15,16:45,4.2,99,8, ,0,1028.4,14.3,57,1,W,7,1025.5,NO
2017-06-13T00:00:00Z,-3.0,15.7,0,,,W,17,15:40,3.6,88,0,NNW,2,1032.6,15.3,53,0,WSW,6,1030.5,YES
2017-06-14T00:00:00Z,-3.1,15.3,0.2,,,NNW,20,13:05,2.2,99,8,SSE,6,1033.9,14.8,57,0,NNW,15,1029.9,YES
2017-06-15T00:00:00Z,-2.8,9.9,0.2,,,NNW,11,11:27,2.5,99,8,WSW,7,1029.9,9.5,71,8,SW,9,1027.0,YES
2017-06-16T00:00:00Z,-2.0,11.5,0.2,,,SW,11,09:20,3.0,99,8,SSW,6,1027.9,11.2,70,8,W,7,1025.2,NO
2017-06-17T00:00:00Z,2.9,13.0,0,,,NNW,13,02:56,9.2,89,8,SE,7,1026.2,12.8,71,8,SSW,6,1023.8,NO
2017-06-18T00:00:00Z,0.8,15.0,0,,,SSE,33,10:40,7.3,80,0,ESE,9,1029.6,14.7,41,0,SSW,13,1028.3,NO
2017-06-19T00:00:00Z,-3.6,15.7,0,,,NW,15,13:10,2.2,96,0, ,0,1033.7,15.5,44,0,NW,7,1030.1,NO
2017-06-20T00:00:00Z,-2.9,13.3,0,,,NW,24,16:22,3.3,99,7,SSE,6,1031.3,12.9,69,0,WSW,11,1026.6,YES
2017-06-21T00:00:00Z,-2.4,14.7,0.2,,,WSW,15,15:27,0.1,99,2,S,6,1029.2,14.5,50,0,SW,11,1026.5,NO
2017-06-22T00:00:00Z,-0.4,13.9,0,,,NW,37,12:53,4.0,99,7,NNW,2,1029.9,13.3,56,0,NNW,22,1025.6,YES
2017-06-23T00:00:00Z,-2.9,13.3,0.4,,,NNW,35,14:12,0.1,99,8,N,7,1022.2,12.4,54,0,NNW,22,1016.6,NO
2017-06-24T00:00:00Z,0.1,14.4,0,,,NW,48,14:33,9.1,68,0,N,20,1017.5,13.0,45,0,NW,28,1016.2,NO
2017-06-25T00:00:00Z,-4.3,14.5,0,,,WNW,54,13:38,2.3,81,0,SE,9,1018.9,12.0,49,0,WNW,28,1016.5,NO
2017-06-26T00:00:00Z,-3.2,13.8,0,,,NNW,28,13:45,4.8,90,1,SE,9,1023.2,12.8,50,1,N,13,1022.5,NO
2017-06-27T00:00:00Z,-4.1,11.3,0,,,NNW,17,13:09,2.3,94,0, ,0,1028.0,10.5,62,8,NNW,9,1024.5,NO
2017-06-28T00:00:00Z,2.1,12.4,0,,,N,30,15:59,5.8,97,7,S,2,1024.1,11.7,59,5,NNW,20,1021.8,YES
2017-06-29T00:00:00Z,-4.1,10.6,0.2,,,NW,24,21:32,-0.3,99,8,N,7,1023.7,9.8,65,1,WNW,15,1020.2,NO
2017-06-30T00:00:00Z,-4.3,11.5,0,,,S,28,11:02,1.8,89,0, ,0,1027.0,10.6,35,0,W,15,1026.0,NO
2017-07-01T00:00:00Z,-8.7,12.1,0,,,S,24,00:10,-0.5,81,0,N,2,1032.3,11.7,37,0,N,6,1029.1,NO
2017-07-02T00:00:00Z,-8.2,13.8,0,,,NNW,19,14:47,-0.3,87,0,WNW,6,1029.1,13.5,26,0,NNW,11,1024.0,NO
2017-07-03T00:00:00Z,-7.1,10.6,0,,,NW,33,23:33,-1.1,81,8,NNW,9,1021.8,8.9,64,8,SW,7,1015.3,NO
2017-07-04T00:00:00Z,-1.1,13.9,0,,,NW,57,15:33,9.1,63,0,NNW,30,1013.9,10.7,67,5,NW,33,1012.3,NO
2017-07-05T00:00:00Z,6.6,13.3,0,,,NNW,41,08:53,8.9,82,2,NNW,31,1014.4,9.8,77,6,WNW,17,1012.4,YES
2017-07-06T00:00:00Z,-2.3,12.7,1.6,,,NW,35,13:31,4.9,91,0,SE,7,1019.0,11.8,45,0,WNW,24,1015.6,YES
2017-07-07T00:00:00Z,-2.6,12.3,0.6,,,NW,44,13:59,2.1,99,8, ,0,1013.7,11.0,46,7,WNW,26,1011.0,NO
2017-07-08T00:00:00Z,-5.1,11.8,0,,,NW,35,12:31,2.3,99,0,SW,6,1016.9,10.4,66,7,NW,19,1016.1,YES
2017-07-09T00:00:00Z,2.3,11.6,0.2,,,WNW,39,12:14,6.6,83,8,NNW,19,1021.5,9.3,66,8,WNW,22,1019.8,NO
2017-07-10T00:00:00Z,-3.5,12.2,0,,,NW,31,15:01,1.7,96,8,SE,6,1027.9,11.1,51,0,NW,24,1025.8,NO
2017-07-11T00:00:00Z,-6.0,13.3,0,,,W,20,15:10,-1.4,99,4,N,6,1033.2,12.7,46,4,W,13,1031.7,NO
2017-07-12T00:00:00Z,-3.6,12.3,0,,,SE,24,08:22,2.3,88,0,SE,13,1036.6,11.3,47,0,N,6,1032.3,YES
2017-07-13T00:00:00Z,-5.8,12.7,0.2,,,NW,33,16:07,-0.3,99,8,NNW,2,1030.0,11.7,51,0,NW,22,1024.7,NO
2017-07-14T00:00:00Z,-2.2,14.0,0,,,NNW,48,14:43,8.2,80,0,NNW,7,1019.7,11.4,61,8,NW,33,1016.2,YES
2017-07-15T00:00:00Z,-2.5,10.8,0.6,,,WNW,31,14:55,5.1,99,7,SSW,2,1020.4,9.9,49,8,WNW,22,1019.5,NO
2017-07-16T00:00:00Z,-7.0,10.5,0,,,N,26,13:00,-0.4,88,0,SW,4,1024.9,10.1,43,0,N,13,1021.3,NO
2017-07-17T00:00:00Z,-5.5,13.7,0,,,NE,41,21:46,-0.6,93,6, ,0,1021.3,12.1,55,1,NW,28,1017.3,YES
2017-07-18T00:00:00Z,-0.6,13.6,4.2,,,NW,57,13:50,8.8,80,0,N,17,1014.1,10.3,71,2,NW,26,1010.7,YES
2017-07-19T00:00:00Z,4.1,13.0,2.2,,,WNW,44,12:45,7.1,82,2,NW,22,1009.1,12.2,52,8,WNW,31,1009.4,NO
2017-07-20T00:00:00Z,-1.2,10.8,0,,,NW,44,12:49,6.1,70,0,WNW,22,1014.9,9.0,53,0,WNW,31,1014.0,NO
2017-07-21T00:00:00Z,-4.0,12.1,0,,,S,35,10:47,3.5,76,0,NNW,6,1023.9,11.5,48,0,WNW,11,1022.4,NO
2017-07-22T00:00:00Z,-7.5,12.8,0,,,NNW,33,14:25,-1.6,99,8,NNE,2,1025.0,11.9,42,0,NNW,26,1020.5,NO
2017-07-23T00:00:00Z,-1.6,16.2,0,,,NW,52,11:12,7.8,52,0,NNW,22,1019.3,14.7,39,0,WNW,35,1014.1,NO
2017-07-24T00:00:00Z,3.4,14.5,0,,,WNW,41,03:09,9.1,70,0,NW,30,1021.0,13.2,47,0,WNW,28,1019.5,NO
2017-07-25T00:00:00Z,2.9,14.7,0,,,WNW,44,11:25,8.0,85,4,NNW,24,1023.9,14.1,52,0,NNW,28,1019.9,YES
2017-07-26T00:00:00Z,7.6,13.7,0.2,,,WNW,50,13:49,10.3,65,1,WNW,28,1018.1,12.5,48,3,WNW,26,1018.7,NO
2017-07-27T00:00:00Z,-3.9,12.3,0,,,N,28,14:14,1.0,99,8,W,4,1027.4,11.9,50,0,N,15,1022.5,YES
2017-07-28T00:00:00Z,0.2,14.2,1.8,,,WNW,44,15:06,8.2,69,1,WNW,22,1017.5,13.0,45,0,WNW,28,1018.1,NO
2017-07-29T00:00:00Z,-5.5,14.4,0,,,N,33,14:52,0.8,99,8, ,0,1023.0,13.8,37,0,N,22,1017.3,NO
2017-07-30T00:00:00Z,0.8,17.9,0,,,NW,48,11:06,12.8,42,7,NW,11,1015.9,12.8,64,8,NW,20,1014.6,YES
2017-07-31T00:00:00Z,,8.8,5.4,,,NNW,28,01:17,8.5,99,0,N,7,1020.1,8.5,94,8,W,9,1017.1,YES
2017-08-01T00:00:00Z,-0.7,13.1,13.4,,,WNW,17,13:19,0.8,99,8,NNE,2,1026.4,12.3,53,0,SSW,7,1024.4,NO
2017-08-02T00:00:00Z,-2.3,13.8,0,,,E,28,16:19,4.4,80,0,SE,13,1027.3,13.2,39,0,SE,11,1022.1,NO
2017-08-03T00:00:00Z,-1.7,12.4,0,,,ENE,41,11:28,4.6,86,7,ESE,11,1020.9,11.2,71,8,E,26,1012.5,YES
2017-08-04T00:00:00Z,4.6,9.5,17.8,,,WNW,50,14:53,6.8,94,8,NNW,24,1009.7,8.5,69,1,WNW,31,1009.2,YES
2017-08-05T00:00:00Z,5.0,10.8,1.4,,,NW,59,12:28,6.6,79,8,NW,30,1013.1,10.2,57,5,NW,33,1011.9,NO
2017-08-06T00:00:00Z,4.6,13.8,0,,,NW,67,18:18,8.6,65,0,NW,26,1013.2,12.6,48,8,NNW,37,1008.5,YES
2017-08-07T00:00:00Z,4.6,10.0,3.0,,,NW,63,13:46,5.7,87,8,NNW,35,1008.9,5.5,88,8,NNW,28,1009.0,YES
2017-08-08T00:00:00Z,1.5,13.1,2.2,,,WNW,44,15:21,6.2,71,0,NW,9,1019.1,11.1,48,0,W,31,1018.5,NO
2017-08-09T00:00:00Z,3.5,16.1,0,,,N,33,02:39,8.9,72,0,NW,20,1024.1,14.7,53,0,N,22,1020.8,NO
2017-08-10T00:00:00Z,0.1,16.6,0,,,NNW,54,14:47,9.4,84,0,W,4,1020.1,15.4,46,0,NNW,35,1014.2,NO
2017-08-11T00:00:00Z,8.3,15.9,0,,,WNW,57,12:42,12.1,48,6,NW,20,1015.7,14.3,39,0,WNW,31,1015.6,NO
2017-08-12T00:00:00Z,5.6,15.1,0,,,NW,56,12:44,11.0,53,0,WNW,22,1019.6,13.7,54,0,NW,33,1019.1,NO
2017-08-13T00:00:00Z,1.6,16.4,0,,,NW,37,00:03,6.2,90,6,SE,13,1024.7,15.6,43,0,NW,24,1021.0,NO
2017-08-14T00:00:00Z,-0.4,19.2,0,,,NW,37,14:40,6.6,75,0,ESE,2,1021.7,18.4,35,0,W,28,1016.3,NO
2017-08-15T00:00:00Z,0.5,17.6,0,,,NNW,57,12:43,6.5,89,8,SSW,7,1015.1,16.0,63,8,NNW,20,1008.7,YES
2017-08-16T00:00:00Z,6.4,13.9,5.2,,,WNW,59,12:51,10.0,88,8,WNW,17,1001.4,11.7,49,1,WNW,33,1004.5,NO
2017-08-17T00:00:00Z,5.6,14.9,0,,,WNW,76,14:48,10.1,64,4,NW,33,1009.1,14.2,42,3,WNW,46,1005.3,YES
2017-08-18T00:00:00Z,3.8,9.7,3.6,,,W,65,11:16,6.6,70,0,WNW,37,1008.8,7.9,64,0,WNW,37,1009.4,NO
2017-08-19T00:00:00Z,-3.1,11.2,0,,,SSE,44,09:07,6.3,57,0,SSW,9,1020.0,10.4,34,1,S,28,1020.6,YES
2017-08-20T00:00:00Z,-3.0,13.2,0.2,,,S,24,01:34,5.1,63,0,SE,9,1025.9,12.8,34,0,N,11,1021.5,NO
2017-08-21T00:00:00Z,1.6,13.1,0,,,NNW,35,13:57,5.5,87,8,SSW,7,1019.0,10.2,51,7,NW,24,1016.2,NO
2017-08-22T00:00:00Z,-2.7,16.5,0,,,NW,26,15:53,5.3,78,0, ,0,1021.0,16.2,32,0,N,11,1018.6,NO
2017-08-23T00:00:00Z,-3.2,16.3,0,,,NW,35,13:11,4.5,81,0, ,0,1021.5,15.4,37,0,WNW,20,1017.8,NO
2017-08-24T00:00:00Z,-2.6,14.0,0,,,SSW,30,11:21,3.9,81,8,ENE,2,1020.1,13.2,43,5,S,15,1018.5,NO
2017-08-25T00:00:00Z,-5.1,14.8,0,,,NE,24,15:09,5.8,73,0, ,0,1027.4,14.0,28,0,N,9,1024.4,NO
2017-08-26T00:00:00Z,-3.0,15.7,0,,,NW,35,15:24,3.6,95,8,NNW,7,1025.9,15.6,36,0,NNW,22,1020.9,NO
2017-08-27T00:00:00Z,-2.7,10.7,0,,,S,48,13:40,5.8,67,4,SSW,9,1017.3,4.3,79,8,SSE,22,1016.8,YES
2017-08-28T00:00:00Z,-2.4,12.4,2.4,,,S,39,09:39,6.0,58,0,S,30,1021.9,12.0,32,0,SSW,15,1019.9,NO
2017-08-29T00:00:00Z,-2.1,13.0,0,,,WNW,37,12:13,5.4,66,0,S,7,1023.8,12.4,40,1,NNW,20,1020.5,NO
2017-08-30T00:00:00Z,-5.3,15.0,0,,,NW,35,15:26,3.6,74,0,NNW,6,1024.4,14.1,38,0,WNW,15,1022.2,NO
2017-08-31T00:00:00Z,-1.2,13.8,0,,,S,39,09:43,6.1,58,0,SE,17,1030.7,12.9,37,0,SSW,20,1026.6,NO
2017-09-01T00:00:00Z,-4.7,15.0,0,,,NW,28,13:40,4.7,71,0,SSE,6,1027.7,14.2,36,0,NW,13,1021.5,NO
2017-09-02T00:00:00Z,-3.9,18.0,0,,,NW,39,15:59,5.1,76,0, ,0,1022.4,17.7,34,3,NW,19,1018.7,NO
2017-09-03T00:00:00Z,1.0,23.5,0,,,NW,69,12:59,8.7,76,8,N,9,1012.4,21.7,26,4,NNW,33,1003.7,NO
2017-09-04T00:00:00Z,5.5,12.8,0,,,NW,72,13:49,10.5,55,0,NW,33,1009.0,7.6,76,7,W,26,1007.4,YES
2017-09-05T00:00:00Z,2.4,9.6,1.6,,,NW,65,11:09,5.6,73,8,WNW,37,1010.3,7.6,62,8,NW,43,1009.6,YES
2017-09-06T00:00:00Z,3.4,10.0,2.8,,,WNW,44,04:34,7.1,64,1,NW,30,1014.0,8.8,61,8,NW,24,1014.8,YES
2017-09-07T00:00:00Z,4.8,13.0,0.6,,,W,46,15:17,9.6,67,8,WNW,20,1019.1,11.1,50,1,WNW,33,1017.4,NO
2017-09-08T00:00:00Z,5.3,13.8,0,,,WNW,44,11:54,9.6,61,8,WNW,22,1017.9,12.5,39,0,WNW,35,1016.7,NO
2017-09-09T00:00:00Z,0.6,14.7,0,,,NW,33,15:56,8.3,57,0,NNW,7,1022.3,12.6,49,7,NW,19,1020.8,NO
2017-09-10T00:00:00Z,-3.2,16.9,0,,,NNW,30,15:32,7.2,72,0,NNW,6,1023.6,15.9,35,0,NNW,20,1019.9,NO
