Date,Minimum temperature (�C),Maximum temperature (�C),Rainfall (mm),Evaporation (mm),Sunshine (hours),Direction of maximum wind gust,Speed of maximum wind gust (km/h),Time of maximum wind gust,9am Temperature (�C),9am relative humidity (%),9am cloud amount (oktas),9am wind direction,9am wind speed (km/h),9am MSL pressure (hPa),3pm Temperature (�C),3pm relative humidity (%),3pm cloud amount (oktas),3pm wind direction,3pm wind speed (km/h),3pm MSL pressure (hPa),RainTomorrow
2018-01-26T00:00:00Z,16.6,32.9,0,,,E,54,17:12,23.4,71,0,NW,6,1012.1,29.7,37,3,SW,24,1009.1,NO
2018-01-27T00:00:00Z,17.7,29.7,0,,,E,52,17:33,23.1,69,8,WSW,7,1013.8,28.5,42,8,W,15,1011.3,NO
2018-01-28T00:00:00Z,21.2,32.2,0,,,NE,39,17:03,24.2,67,8,ENE,13,1014.1,30.5,43,8,NE,15,1010.2,NO
2018-01-29T00:00:00Z,14.4,33.8,0,,,NNW,31,10:33,21.1,67,0,SSW,7,1013.6,33.2,24,0,WNW,17,1008.6,NO
2018-01-30T00:00:00Z,15.2,33.3,0,,,WNW,41,11:48,22.3,68,0,NNW,6,1007.3,30.8,33,8,WSW,24,1002.9,YES
2018-01-31T00:00:00Z,12.8,25.5,17.0,,,ESE,37,16:26,14.4,68,7,SSE,19,1008.3,22.9,32,0,SE,13,1006.2,NO
2018-02-01T00:00:00Z,6.9,22.2,0,,,SE,44,23:40,13.6,53,0,SSE,17,1014.4,20.5,36,6,ESE,19,1012.9,NO
2018-02-02T00:00:00Z,7.3,25.6,0,,,NE,41,17:00,15.2,64,1,SSW,9,1017.4,24.4,33,6,N,7,1014.3,NO
2018-02-03T00:00:00Z,10.4,24.8,0,,,ESE,41,15:36,16.7,58,3,SSE,15,1020.6,23.3,38,8,SE,19,1018.6,NO
2018-02-04T00:00:00Z,12.3,27.4,0,,,NNE,39,13:58,17.6,55,0,SE,11,1023.2,25.9,33,2,NNE,26,1019.3,NO
2018-02-05T00:00:00Z,9.9,30.8,0,,,ENE,37,18:27,17.3,70,0, ,0,1020.7,28.5,29,0,WNW,17,1016.1,NO
2018-02-06T00:00:00Z,12.0,28.2,0,,,E,39,19:25,16.1,59,7,S,6,1020.0,26.7,29,1,W,19,1017.4,NO
2018-02-07T00:00:00Z,12.6,32.5,0,,,NW,31,13:54,18.7,68,0,SSE,6,1020.7,30.2,25,8,NW,17,1017.0,NO
2018-02-08T00:00:00Z,14.2,35.4,0,,,NW,44,13:01,21.9,57,0,WNW,4,1018.5,34.3,22,4,NW,20,1013.7,NO
2018-02-09T00:00:00Z,20.1,36.0,0,,,SSE,41,13:33,25.9,43,1,NNE,6,1014.2,31.2,34,5,ESE,28,1011.0,YES
2018-02-10T00:00:00Z,12.1,34.5,2.0,,,SW,57,19:38,19.6,70,0,SE,7,1011.3,33.5,23,0,NW,24,1005.7,YES
2018-02-11T00:00:00Z,13.7,32.8,0.4,,,WNW,41,14:37,23.3,57,0,NE,9,1004.1,31.5,14,0,W,24,1001.8,NO
2018-02-12T00:00:00Z,14.4,30.0,0,,,NW,44,14:34,18.1,68,2,NE,11,1007.6,29.1,18,0,NW,28,1005.4,NO
2018-02-13T00:00:00Z,16.5,31.2,0,,,ENE,41,18:07,18.5,72,7,ENE,11,1012.2,28.1,30,1,N,9,1008.2,NO
2018-02-14T00:00:00Z,12.6,31.9,0,,,W,72,14:03,19.6,76,0,N,4,1008.1,31.0,15,0,W,48,1005.2,NO
2018-02-15T00:00:00Z,8.9,29.8,0,,,W,48,13:50,16.7,69,0,NNW,7,1014.0,29.1,9,0,WNW,33,1010.1,NO
2018-02-16T00:00:00Z,15.7,29.7,0,,,WNW,44,13:56,20.2,35,0,NW,15,1010.7,28.1,23,0,WNW,33,1008.8,NO
2018-02-17T00:00:00Z,12.3,32.0,0,,,NNW,37,13:10,18.7,66,0,NW,7,1014.1,29.4,20,0,NNW,15,1009.7,NO
2018-02-18T00:00:00Z,12.7,34.1,0,,,E,41,18:52,19.6,62,0,ESE,6,1012.4,32.4,14,0,NW,19,1009.1,NO
2018-02-19T00:00:00Z,18.0,26.5,0,,,SE,44,14:30,21.8,68,8,E,9,1012.9,21.9,57,7,SE,28,1012.4,NO
2018-02-20T00:00:00Z,13.6,21.7,0,,,SE,48,10:09,15.3,53,4,SE,28,1019.3,21.0,40,1,ESE,28,1017.5,NO
2018-02-21T00:00:00Z,9.0,25.8,0,,,E,30,19:39,15.2,59,8,E,7,1018.8,24.7,27,0,NNW,9,1014.7,NO
2018-02-22T00:00:00Z,14.0,27.8,0,,,ENE,31,17:39,16.9,70,2,NE,6,1016.3,26.2,20,6,SW,11,1013.6,NO
2018-02-23T00:00:00Z,14.2,32.5,0,,,NNW,35,13:26,18.4,69,8,ESE,7,1015.6,30.5,23,0,W,19,1011.2,NO
2018-02-24T00:00:00Z,15.9,35.1,0,,,W,76,18:54,26.4,44,1,NW,22,1009.7,32.7,33,3,NW,37,1004.6,YES
2018-02-25T00:00:00Z,17.1,17.1,19.6,,,SE,35,07:48,17.1,99,8,ESE,20,1005.1,15.7,84,8,SE,15,1008.2,YES
2018-02-26T00:00:00Z,11.5,21.7,64.4,,,E,48,14:27,13.5,89,8,S,9,1014.2,21.0,57,8,E,28,1013.8,NO
2018-02-27T00:00:00Z,10.6,25.5,0,,,NE,30,12:19,15.1,69,0,S,9,1018.3,24.3,44,0,N,11,1014.8,NO
2018-02-28T00:00:00Z,10.7,30.4,0,,,W,56,21:11,13.1,99,8,NE,4,1012.2,29.4,33,0,WNW,28,1007.5,NO
2018-03-01T00:00:00Z,12.7,27.1,0,,,S,35,10:31,18.0,61,0,SE,11,1011.4,25.9,33,0,SE,13,1010.6,NO
2018-03-02T00:00:00Z,14.9,25.0,0,,,ENE,30,19:43,17.3,66,5,SSE,11,1014.8,23.1,47,5,NNW,13,1011.7,NO
2018-03-03T00:00:00Z,13.9,30.9,0,,,WNW,37,15:34,18.4,76,1,N,6,1011.0,29.0,38,0,NW,11,1007.8,NO
2018-03-04T00:00:00Z,13.2,30.4,0,,,E,46,18:51,20.5,55,1,SSE,13,1012.3,27.9,45,1,NNE,19,1010.2,NO
2018-03-05T00:00:00Z,16.5,24.6,0,,,ENE,46,16:25,18.4,76,8,ENE,11,1014.7,23.0,56,2,NNE,20,1013.4,NO
2018-03-06T00:00:00Z,9.9,21.5,0,,,ESE,46,15:30,15.1,63,1,SSE,19,1023.6,18.9,57,7,ESE,31,1024.0,YES
2018-03-07T00:00:00Z,8.9,23.3,0.2,,,E,39,19:13,14.7,89,8,SE,9,1026.8,22.9,41,4,E,17,1024.9,NO
2018-03-08T00:00:00Z,7.6,25.5,0,,,ENE,37,17:47,12.6,73,0,SE,9,1026.6,24.0,38,0,E,13,1023.3,NO
2018-03-09T00:00:00Z,8.9,26.3,0,,,NE,31,16:16,14.1,76,0,SE,9,1028.1,25.0,39,0,NNE,13,1023.9,NO
2018-03-10T00:00:00Z,9.2,27.2,0,,,N,28,16:04,16.3,70,0,SE,2,1028.0,25.3,40,0,NW,9,1024.0,NO
2018-03-11T00:00:00Z,9.9,31.5,0,,,ENE,31,16:57,15.4,81,0,ESE,7,1024.2,30.3,23,0,NE,7,1019.2,NO
2018-03-12T00:00:00Z,10.7,29.8,0,,,E,44,16:46,17.8,63,0,WSW,6,1018.4,28.6,29,0,NW,11,1013.7,NO
2018-03-13T00:00:00Z,14.7,21.6,0,,,ENE,31,17:41,14.7,75,8,SSE,15,1019.8,20.0,61,1,NE,7,1018.7,NO
2018-03-14T00:00:00Z,14.4,26.9,0,,,NW,35,15:12,16.4,76,8,SSE,2,1020.3,24.8,47,0,N,15,1015.0,NO
2018-03-15T00:00:00Z,11.2,29.2,0,,,WNW,48,12:08,14.5,99,8,NE,6,1013.0,28.4,17,0,WNW,22,1010.7,NO
2018-03-16T00:00:00Z,14.0,27.1,0,,,NE,35,09:50,17.2,73,8,E,11,1017.7,25.1,41,0,N,13,1014.5,YES
2018-03-17T00:00:00Z,13.5,30.2,0.8,,,WNW,46,13:36,18.8,63,0,WNW,9,1016.3,29.7,32,0,W,26,1013.7,NO
2018-03-18T00:00:00Z,11.5,33.7,0,,,NW,81,11:38,19.5,56,0,S,4,1011.3,31.4,21,1,WNW,48,1007.4,NO
2018-03-19T00:00:00Z,5.8,27.3,0,,,NNW,50,14:49,13.9,55,0,S,7,1016.1,26.1,15,0,NNW,35,1014.2,NO
2018-03-20T00:00:00Z,5.2,25.2,0,,,ENE,44,15:58,14.4,47,0,ESE,9,1022.0,23.9,44,4,ESE,22,1021.3,NO
2018-03-21T00:00:00Z,12.7,19.8,0,,,E,46,12:27,14.9,67,8,SE,26,1029.1,16.6,58,8,ESE,31,1028.3,NO
2018-03-22T00:00:00Z,10.4,19.6,0,,,E,41,14:34,13.7,77,8,SSE,17,1028.6,16.7,81,8,ESE,19,1026.3,YES
2018-03-23T00:00:00Z,10.9,22.3,0.2,,,E,30,02:21,15.1,74,6,SSE,9,1025.1,20.6,55,8,E,17,1021.3,NO
2018-03-24T00:00:00Z,9.3,27.1,0,,,NW,41,18:12,15.3,83,2,SSE,2,1019.1,24.9,49,2,WNW,20,1014.3,NO
2018-03-25T00:00:00Z,11.2,25.0,0,,,NNW,46,09:17,21.8,54,7,NNW,31,1007.5,20.2,42,8,W,30,1005.8,YES
2018-03-26T00:00:00Z,10.8,17.6,6.0,,,NW,44,09:08,11.6,48,0,W,31,1007.5,17.1,34,0,WNW,30,1007.8,NO
2018-03-27T00:00:00Z,1.7,22.9,0,,,,,,7.0,77,0,SE,9,1018.0,21.3,29,1,NE,15,1015.5,NO
2018-03-28T00:00:00Z,7.0,28.3,0.0,,,,,,15.1,81,8,SSW,4,1017.2,25.3,24,5,N,15,1014.5,NO
2018-03-29T00:00:00Z,7.6,31.2,0,,,W,35,15:01,15.4,53,0,ESE,7,1017.6,30.7,21,5,WSW,17,1013.4,NO
2018-03-30T00:00:00Z,5.9,30.4,0,,,NNW,39,12:01,13.8,65,0,N,9,1014.5,29.8,9,0,WNW,26,1012.1,NO
2018-03-31T00:00:00Z,8.5,27.5,0,,,NE,28,18:01,14.4,84,0,SSE,6,1019.9,25.3,37,0,N,11,1015.9,NO
2018-04-01T00:00:00Z,9.1,29.1,0,,,,,,13.2,100,0,W,6,1016.9,27.4,23,1,WNW,26,1014.3,NO
2018-04-02T00:00:00Z,11.7,29.9,0,,,NNW,37,13:14,20.5,40,0, ,0,1016.5,29.3,19,2,WSW,20,1014.1,NO
2018-04-03T00:00:00Z,12.1,24.3,0,,,ENE,33,18:58,17.1,72,8,ENE,17,1023.2,23.2,44,0,NNW,13,1019.6,NO
2018-04-04T00:00:00Z,14.5,27.2,0,,,ENE,33,18:53,18.1,62,0,E,15,1022.5,26.6,30,0,NNW,7,1018.0,NO
2018-04-05T00:00:00Z,10.1,28.9,0,,,NNW,33,11:40,18.1,70,0,WNW,2,1018.8,27.8,32,0,WNW,19,1014.7,NO
2018-04-06T00:00:00Z,9.2,29.8,0,,,NW,48,12:46,19.4,55,0,NNW,2,1019.3,28.7,14,0,W,22,1016.2,NO
2018-04-07T00:00:00Z,13.5,29.1,0,,,WNW,52,13:42,18.9,74,2,N,7,1021.0,28.3,10,0,WNW,20,1017.4,NO
2018-04-08T00:00:00Z,5.9,29.8,0,,,NW,50,13:12,13.3,80,0,NNW,7,1021.9,29.6,17,0,W,28,1017.1,NO
2018-04-09T00:00:00Z,6.5,30.7,0,,,W,50,13:57,16.4,39,0,E,4,1020.0,30.0,18,1,WSW,24,1016.1,NO
2018-04-10T00:00:00Z,9.3,26.6,0,,,N,26,14:46,15.3,80,6,SW,6,1023.5,25.6,39,2,NW,9,1019.4,NO
2018-04-11T00:00:00Z,9.1,31.8,0,,,WNW,37,12:53,18.2,65,0,ESE,4,1022.7,30.3,24,0,NW,22,1018.5,NO
2018-04-12T00:00:00Z,10.2,30.3,0,,,NW,61,14:12,21.5,49,0,NNE,7,1018.8,30.0,24,0,NW,37,1012.9,NO
2018-04-13T00:00:00Z,17.2,28.3,0,,,NW,93,17:38,20.8,42,1,NW,28,1013.9,26.9,30,2,NNW,28,1009.4,YES
2018-04-14T00:00:00Z,13.9,20.2,12.0,,,NW,46,11:08,16.3,60,0,NNW,28,1005.5,18.8,45,8,NW,24,1000.5,YES
2018-04-15T00:00:00Z,9.7,18.2,2.4,,,NW,44,13:38,11.1,68,7,NW,22,1006.0,13.7,69,8,NW,30,1007.0,NO
2018-04-16T00:00:00Z,11.0,18.8,0,,,,,,17.2,66,8,NW,30,1013.0,17.6,63,1,NW,35,1012.7,NO
2018-04-17T00:00:00Z,7.1,23.0,0,,,,,,14.4,73,0,,0,1021.7,22.1,34,0,WNW,9,1019.9,NO
2018-04-18T00:00:00Z,8.5,21.9,0,,,NNW,19,15:03,12.8,75,8,SSW,7,1026.3,21.1,41,0,NNW,7,1021.1,NO
2018-04-19T00:00:00Z,5.2,24.2,0,,,NW,28,11:41,11.2,83,2, ,0,1022.3,23.0,47,0,NW,13,1018.2,NO
2018-04-20T00:00:00Z,6.8,25.3,0,,,E,33,17:11,15.0,67,0,S,9,1022.8,24.5,32,0,SSW,2,1019.1,NO
2018-04-21T00:00:00Z,6.0,23.6,0,,,E,35,18:14,14.0,79,0,S,9,1024.7,22.6,42,0,NNE,13,1020.5,NO
2018-04-22T00:00:00Z,10.8,19.5,0,,,NNE,17,06:38,14.5,76,1,NE,6,1024.5,18.2,64,8,SW,9,1021.5,YES
2018-04-23T00:00:00Z,5.4,24.2,0.2,,,W,19,13:51,12.9,76,0, ,0,1022.4,23.3,32,0,WSW,9,1018.9,NO
2018-04-24T00:00:00Z,4.4,26.0,0,,,,,,13.2,71,0,ESE,4,1021.4,25.6,32,0,NNW,13,1016.6,NO
2018-04-25T00:00:00Z,5.6,27.0,0,,,ENE,26,17:29,16.4,57,0,WNW,6,1018.3,25.7,24,0,NW,9,1013.6,NO
2018-04-26T00:00:00Z,7.1,23.7,0,,,E,43,18:14,13.7,78,0,NNW,7,1017.3,23.0,24,0,NNE,11,1014.8,NO
2018-04-27T00:00:00Z,10.3,19.7,0,,,ENE,35,16:29,14.5,60,4,SSE,13,1024.3,18.6,39,0,E,15,1022.9,NO
2018-04-28T00:00:00Z,4.5,20.0,0,,,E,33,11:59,12.3,61,0,E,6,1027.8,18.6,46,6,E,20,1023.9,NO
2018-04-29T00:00:00Z,2.9,19.3,0,,,SW,35,15:49,11.5,74,8,SSE,7,1027.0,14.2,66,8,SSE,20,1024.2,YES
2018-04-30T00:00:00Z,2.9,19.8,5.0,,,SE,19,03:48,10.4,72,0,SSE,2,1028.2,19.4,28,0,WNW,7,1025.4,NO
2018-05-01T00:00:00Z,0.7,22.9,0,,,N,17,13:46,9.7,61,0,ESE,9,1028.4,22.7,24,0,NNW,9,1024.8,NO
2018-05-02T00:00:00Z,5.0,20.2,0,,,NNW,31,13:55,9.7,75,8, ,0,1023.6,19.8,43,3,NNW,26,1020.0,NO
2018-05-03T00:00:00Z,4.3,24.5,0,,,NW,41,13:23,11.6,76,0, ,0,1021.4,23.7,31,1,NNW,31,1016.1,YES
2018-05-04T00:00:00Z,11.6,16.5,6.0,,,NW,72,11:41,12.8,95,8,NNW,31,1013.0,13.2,58,8,NW,35,1016.8,YES
2018-05-05T00:00:00Z,2.6,19.1,2.0,,,NW,33,01:18,9.4,67,0,SSW,2,1029.1,18.6,42,0,N,11,1027.1,NO
2018-05-06T00:00:00Z,-0.1,19.8,0,,,WNW,22,14:02,8.6,71,0,SE,6,1033.5,19.1,29,0,NNW,11,1029.3,NO
2018-05-07T00:00:00Z,0.0,19.9,0,,,NW,48,15:41,6.0,88,0,N,2,1026.9,19.5,33,0,NW,31,1020.4,NO
2018-05-08T00:00:00Z,6.0,22.6,0,,,NW,31,14:20,10.3,83,8,SSE,6,1023.7,20.3,39,8,NNW,24,1021.9,NO
2018-05-09T00:00:00Z,2.5,20.8,0,,,NNW,43,13:17,9.7,85,0, ,0,1022.9,19.4,28,0,NW,24,1017.8,NO
2018-05-10T00:00:00Z,2.4,15.6,0,,,NW,52,11:16,12.9,60,0,NNW,26,1011.1,9.1,79,4,NNW,26,1008.4,YES
2018-05-11T00:00:00Z,2.4,12.3,3.6,,,WNW,48,10:43,4.8,82,5,NNW,24,1009.0,7.0,72,8,NW,28,1008.3,YES
2018-05-12T00:00:00Z,4.6,13.0,0.2,,,SSW,63,11:06,11.4,69,8,S,13,1012.1,11.5,75,6,SSW,17,1015.4,YES
2018-05-13T00:00:00Z,8.6,17.0,0.2,,,SSW,57,05:47,11.7,58,0,S,43,1023.2,15.9,40,1,S,33,1023.0,NO
2018-05-14T00:00:00Z,1.2,17.7,0,,,S,30,02:29,9.0,70,0,SSE,15,1028.8,17.3,30,0,WNW,6,1024.7,NO
2018-05-15T00:00:00Z,-1.9,15.5,0,,,N,20,13:13,4.3,91,0,NNW,6,1025.1,14.6,49,0,NNW,6,1022.0,NO
2018-05-16T00:00:00Z,-1.3,15.3,0,,,SSW,35,11:42,7.7,69,0,SE,13,1028.8,14.7,38,0,WNW,11,1026.2,NO
2018-05-17T00:00:00Z,-2.1,15.7,0,,,N,33,15:03,5.0,80,0,NNW,2,1027.5,14.7,48,0,NNW,22,1022.9,NO
2018-05-18T00:00:00Z,-1.8,18.1,0,,,WNW,39,16:21,5.1,84,0, ,0,1023.8,16.7,46,0,N,13,1020.4,NO
2018-05-19T00:00:00Z,1.7,15.2,0,,,N,37,15:59,4.0,98,7,SE,6,1025.4,14.5,52,1,NNW,24,1020.9,NO
2018-05-20T00:00:00Z,-1.1,17.0,0,,,WNW,39,14:19,5.4,92,8, ,0,1022.0,14.9,41,0,NW,28,1018.5,NO
2018-05-21T00:00:00Z,5.4,16.9,0,,,WNW,44,10:35,13.8,53,5,NW,22,1020.6,15.7,43,0,WNW,28,1018.8,NO
2018-05-22T00:00:00Z,6.8,20.3,0,,,WSW,43,14:59,10.6,71,0,NNW,19,1021.7,18.7,41,0,WSW,28,1019.8,NO
2018-05-23T00:00:00Z,2.2,16.8,0,,,NNW,22,12:24,6.6,99,8,E,7,1027.7,15.6,64,0,NW,9,1023.7,NO
2018-05-24T00:00:00Z,2.0,16.9,0,,,WNW,17,14:09,6.9,99,8,NE,2,1026.8,16.2,54,0,W,7,1023.0,NO
2018-05-25T00:00:00Z,2.1,16.5,0,,,NE,26,13:16,8.2,79,8, ,0,1030.4,15.9,45,0,ENE,11,1027.7,NO
2018-05-26T00:00:00Z,0.7,17.2,0,,,NW,15,23:55,6.3,93,8,ESE,9,1031.1,15.8,54,0,WSW,4,1027.8,NO
2018-05-27T00:00:00Z,-2.4,17.3,0,,,WNW,19,14:21,5.8,87,0, ,0,1030.1,16.4,43,1,NW,13,1026.5,NO
2018-05-28T00:00:00Z,2.9,17.7,0,,,N,30,13:50,7.4,81,4,SW,6,1026.4,16.5,46,7,N,15,1022.6,NO
2018-05-29T00:00:00Z,-0.1,17.1,0,,,NW,37,10:47,6.3,85,1,SSW,2,1020.7,12.8,82,8,N,24,1017.6,YES
2018-05-30T00:00:00Z,1.0,13.4,3.0,,,SSW,35,11:37,5.0,99,8,NNW,2,1020.9,12.6,51,6,WNW,13,1019.5,NO
2018-05-31T00:00:00Z,3.3,13.3,0,,,SSW,54,13:28,7.6,80,3,NNW,2,1022.5,12.4,40,0,S,22,1022.8,NO
2018-06-01T00:00:00Z,3.3,12.6,0,,,S,46,23:18,7.2,66,7,S,28,1027.0,11.3,52,8,S,22,1025.8,NO
2018-06-02T00:00:00Z,2.4,13.3,0,,,SSE,59,08:59,10.0,66,1,SSE,37,1023.4,11.4,62,8,S,31,1022.6,NO
2018-06-03T00:00:00Z,5.3,14.3,0,,,SSE,28,00:53,9.6,74,8,SSE,15,1024.3,13.6,57,8,SE,7,1021.8,NO
2018-06-04T00:00:00Z,4.2,14.9,0,,,W,24,16:05,9.2,82,8,SSE,9,1022.6,14.1,56,8, ,0.0,1020.9,YES
2018-06-05T00:00:00Z,2.6,13.0,1.4,,,ESE,35,14:45,8.2,77,0,SSE,15,1028.7,11.4,71,8,ESE,26,1028.3,NO
2018-06-06T00:00:00Z,4.8,15.9,0,,,E,35,13:07,9.9,89,6,SE,11,1032.8,13.9,64,8,E,17,1031.2,NO
2018-06-07T00:00:00Z,2.2,16.6,0,,,NNE,26,12:11,7.7,99,7, ,0,1033.7,15.5,54,8,NNW,11,1028.5,NO
2018-06-08T00:00:00Z,3.6,13.0,0,,,NW,43,09:12,11.8,71,8,NNW,24,1025.2,11.3,80,8,NW,17,1022.4,YES
2018-06-09T00:00:00Z,8.6,13.2,4.4,,,NNW,22,00:37,9.1,99,8,NNE,7,1023.9,12.3,72,2,W,7,1022.6,YES
2018-06-10T00:00:00Z,3.4,15.1,1.4,,,SE,30,15:49,7.9,81,0,SE,9,1028.6,14.4,47,0,ESE,17,1026.3,NO
2018-06-11T00:00:00Z,0.8,14.4,0,,,ENE,22,18:01,6.8,89,0,N,6,1026.6,13.2,44,2,E,7,1021.7,YES
2018-06-12T00:00:00Z,0.3,10.9,2.2,,,NNW,33,13:57,5.1,99,8,ENE,4,1014.2,10.2,85,8,NNW,17,1009.8,YES
2018-06-13T00:00:00Z,5.0,14.1,1.4,,,WNW,39,13:01,9.2,90,1,NW,20,1012.1,11.4,56,8,WNW,20,1010.9,NO
2018-06-14T00:00:00Z,6.0,,0,,,,,,9.7,69,2,NNW,17,1015.3,11.0,51,1,W,30,1014.8,NO
